x0,x1,x2,u
2.87838,2.01525,10.143,0.466696
2.87442,2.00318,10.0493,0.140234
2.852,1.99068,9.95972,0.674459
2.84583,1.97859,9.86522,0.216684
2.82106,1.96609,9.77465,0.723483
2.81138,1.95399,9.67912,0.332504
2.80629,1.94196,9.58246,0.179263
2.7814,1.92948,9.49021,0.725972
2.77524,1.91748,9.39221,0.216248
2.75034,1.90507,9.29832,0.726144
2.74059,1.89307,9.19943,0.334518
2.73547,1.88114,9.09944,0.180558
2.71047,1.86876,9.00399,0.728288
2.70427,1.85687,8.90277,0.217488
2.67926,1.84456,8.80577,0.728262
2.66947,1.83267,8.70375,0.336064
2.66322,1.82082,8.60091,0.219199
2.645,1.80869,8.50091,0.576183
2.63591,1.7968,8.39798,0.31341
2.60674,1.78449,8.2993,0.805076
2.60107,1.77281,8.19343,0.199606
2.5766,1.7607,8.09193,0.717433
2.56682,1.74901,7.98565,0.335727
2.56178,1.73739,7.87838,0.177835
2.53696,1.72532,7.77581,0.724428
2.53077,1.71374,7.66762,0.217335
2.50588,1.70174,7.5638,0.725888
2.49608,1.69017,7.45512,0.336413
2.4899,1.67866,7.34574,0.216655
2.47182,1.66685,7.23933,0.572691
2.4628,1.65529,7.13015,0.31124
2.43378,1.64331,7.02534,0.802527
2.42442,1.63189,6.91432,0.322387
2.41838,1.62053,6.80278,0.21205
2.40035,1.60886,6.69426,0.571444
2.39134,1.59745,6.58308,0.310773
2.36229,1.58561,6.47628,0.803011
2.35663,1.57442,6.36264,0.199322
2.33225,1.5628,6.25345,0.715693
2.32248,1.55161,6.13981,0.335321
2.31643,1.54049,6.02559,0.212317
2.29857,1.52906,5.91438,0.56713
2.28969,1.51789,5.80066,0.306865
2.26096,1.50629,5.69128,0.797527
2.25161,1.49528,5.57611,0.321577
2.2457,1.48432,5.46054,0.207847
2.22788,1.47306,5.34801,0.56599
2.21902,1.46205,5.23308,0.306108
2.19027,1.45061,5.12246,0.797824
2.18095,1.43977,5.00623,0.321013
2.17506,1.42898,4.88965,0.206926
2.15726,1.41789,4.7761,0.565538
2.14844,1.40707,4.66026,0.304895
2.11972,1.3958,4.54869,0.797408
2.11042,1.38514,4.43169,0.32005
2.10458,1.37454,4.31442,0.205451
2.08683,1.36363,4.20015,0.564362
2.07683,1.35297,4.08394,0.342544
2.0561,1.34207,3.97008,0.636546
2.04714,1.33153,3.85326,0.30938
2.01864,1.32056,3.74051,0.79346
2.00948,1.31021,3.6227,0.315787
2.00384,1.29992,3.50469,0.198482
1.98644,1.28932,3.38961,0.555312
1.97788,1.27899,3.27259,0.296066
1.94974,1.26822,3.1596,0.787193
1.94058,1.25807,3.04188,0.315818
1.93498,1.24798,2.924,0.197081
1.91763,1.23759,2.80901,0.553945
1.90915,1.22747,2.6922,0.293681
1.88111,1.2169,2.57934,0.785413
1.87201,1.20696,2.46198,0.313829
1.86649,1.19709,2.34453,0.194355
1.84925,1.1869,2.22991,0.55132
1.83964,1.17698,2.11381,0.330071
1.8195,1.16681,1.99995,0.622906
1.8068,1.15693,1.88443,0.425241
1.7995,1.14721,1.76827,0.254558
1.78105,1.13721,1.65462,0.581902
1.7714,1.12751,1.53932,0.331571
1.75136,1.11757,1.42618,0.620465
1.7429,1.10802,1.31089,0.292942
1.71544,1.09803,1.19915,0.774996
1.70662,1.08868,1.08362,0.304676
1.7015,1.07941,0.968139,0.180445
1.6849,1.06982,0.855284,0.534532
1.67576,1.0605,0.741319,0.315216
1.65633,1.05093,0.629459,0.605868
1.64409,1.04166,0.516344,0.411593
1.63727,1.03255,0.402825,0.238712
1.61954,1.02316,0.291641,0.563752
1.61036,1.01407,0.179219,0.316235
1.59107,1.00475,0.0688161,0.602585
1.579,0.995723,-0.0427137,0.406383
1.57237,0.986867,-0.154562,0.232429
1.5549,0.977726,-0.264148,0.557099
1.54592,0.968894,-0.374821,0.309879
1.52691,0.959826,-0.483534,0.595712
1.51909,0.951154,-0.59374,0.271853
1.49298,0.942033,-0.700888,0.749846
1.48461,0.933563,-0.810776,0.290007
1.48016,0.925186,-0.920453,0.157467
1.46457,0.916488,-1.02782,0.507366
1.4562,0.908056,-1.13583,0.289924
1.43793,0.899382,-1.24194,0.577595
1.42648,0.891002,-1.3488,0.387599
1.42046,0.882797,-1.45576,0.211328
1.40391,0.874304,-1.56066,0.533213
1.39556,0.866121,-1.66628,0.28935
1.37751,0.857701,-1.7701,0.572027
1.3663,0.84958,-1.87454,0.380274
1.36054,0.841635,-1.97902,0.202686
1.34434,0.833403,-2.08151,0.523916
1.33625,0.82548,-2.1846,0.280651
1.31857,0.817321,-2.28594,0.562573
1.31161,0.809558,-2.38818,0.243427
1.28721,0.80135,-2.48787,0.716023
1.27948,0.79378,-2.58936,0.269038
1.27591,0.786318,-2.6905,0.126488
1.26162,0.778533,-2.78966,0.471237
1.25427,0.771011,-2.88906,0.256343
1.23745,0.763249,-2.98681,0.540319
1.22704,0.755774,-3.08484,0.355472
1.22207,0.748478,-3.18276,0.17548
1.20699,0.740893,-3.27888,0.493496
1.1997,0.733611,-3.37529,0.254149
1.18318,0.726093,-3.47012,0.532479
1.17307,0.718866,-3.56516,0.345922
1.16842,0.711817,-3.66002,0.164507
1.15376,0.70448,-3.75317,0.481693
1.1468,0.697443,-3.8465,0.243149
1.13072,0.69017,-3.93832,0.520598
1.12096,0.683184,-4.03024,0.335154
1.11664,0.676378,-4.12193,0.152658
1.10243,0.669282,-4.21198,0.469068
1.09582,0.662483,-4.30212,0.231495
1.08021,0.655448,-4.3908,0.507983
1.07349,0.648765,-4.4797,0.235308
1.05807,0.641858,-4.5672,0.502608
1.04888,0.635234,-4.6547,0.316722
1.04516,0.628789,-4.74189,0.132091
1.03177,0.622053,-4.82755,0.445343
1.02576,0.615606,-4.91318,0.211026
1.011,0.608923,-4.99743,0.484604
1.00221,0.602512,-5.08158,0.303792
0.99886,0.596279,-5.1654,0.11887
0.985942,0.589753,-5.24773,0.431685
0.980305,0.583511,-5.32997,0.198379
0.966019,0.577033,-5.41088,0.47118
