x0,x1,x2,u
0.0469321,0.598635,-10.6788,-0.402969
0.0581208,0.607184,-10.7551,-0.379645
0.0692031,0.615695,-10.8324,-0.376367
0.0795755,0.624154,-10.911,-0.354285
0.0943423,0.632695,-10.9901,-0.484699
0.107365,0.641111,-11.0707,-0.434778
0.119686,0.649447,-11.1525,-0.413979
0.131895,0.657728,-11.2354,-0.410641
0.145094,0.665979,-11.3193,-0.439906
0.154589,0.674073,-11.4047,-0.326484
0.162199,0.682101,-11.4913,-0.265016
0.184062,0.690487,-11.5774,-0.662208
0.225741,0.699184,-11.6633,-0.978559
0.254851,0.707122,-11.753,-0.804091
0.294766,0.715045,-11.8438,-0.958368
0.326695,0.722318,-11.9376,-0.850119
0.366091,0.729439,-12.0329,-0.952206
0.399718,0.735946,-12.1309,-0.875717
0.439045,0.742213,-12.2303,-0.951369
0.473813,0.747872,-12.3321,-0.892085
0.513205,0.753225,-12.4354,-0.952141
0.548758,0.757962,-12.5407,-0.902971
0.588185,0.762339,-12.6473,-0.952564
0.624259,0.766087,-12.7555,-0.910025
0.663594,0.769427,-12.8649,-0.951466
0.699971,0.772125,-12.9755,-0.914082
0.739027,0.774372,-13.0869,-0.948102
0.775516,0.775967,-13.1991,-0.91556
0.81408,0.777072,-13.3119,-0.942075
0.850494,0.777523,-13.4249,-0.914561
0.888349,0.777446,-13.5381,-0.93324
0.924493,0.77672,-13.6511,-0.910958
0.961456,0.775435,-13.7638,-0.921784
0.997113,0.773511,-13.8759,-0.90439
1.03304,0.771006,-13.9872,-0.908046
1.06798,0.767875,-14.0973,-0.89451
1.10277,0.764152,-14.2062,-0.892348
1.16405,0.760551,-14.3153,-1.14166
1.15931,0.754226,-14.417,0.167432
1.14892,0.74773,-14.5175,0.354797
1.13175,0.741113,-14.6169,0.549574
1.11252,0.734594,-14.716,0.601061
1.09347,0.728262,-14.8149,0.59678
1.07486,0.722127,-14.9137,0.585875
1.05671,0.716187,-15.0123,0.57438
1.03902,0.710438,-15.1108,0.562747
1.02179,0.704878,-15.2091,0.551015
1.00501,0.699502,-15.3072,0.539196
0.988684,0.694309,-15.4051,0.527323
0.972799,0.689294,-15.5028,0.515396
0.957355,0.684455,-15.6003,0.503423
0.942346,0.679787,-15.6976,0.491436
0.927767,0.675287,-15.7946,0.479446
0.913612,0.670952,-15.8914,0.467469
0.899875,0.666778,-15.9879,0.455512
0.886303,0.662754,-16.0842,0.450773
0.874207,0.658918,-16.1803,0.407229
0.861991,0.655204,-16.2761,0.410854
0.849876,0.651625,-16.3717,0.407803
0.838046,0.648184,-16.467,0.399214
0.826568,0.644883,-16.562,0.388523
0.81546,0.641718,-16.6568,0.377168
0.80472,0.638687,-16.7514,0.365749
0.794232,0.635783,-16.8458,0.357902
0.78458,0.63302,-16.9399,0.331507
0.775069,0.630368,-17.0338,0.326997
0.765753,0.627828,-17.1274,0.320763
0.756707,0.625402,-17.2208,0.312033
0.747967,0.623088,-17.3141,0.30215
0.739494,0.620881,-17.4071,0.293431
0.731533,0.618788,-17.4999,0.276617
0.72379,0.616792,-17.5925,0.269419
0.716276,0.614893,-17.685,0.261777
0.709955,0.613116,-17.7772,0.221714
0.703095,0.611394,-17.8693,0.239946
0.68691,0.60949,-17.9611,0.523458
0.668428,0.607744,-18.0527,0.582733
0.641456,0.60602,-18.1442,0.765952
0.623932,0.604962,-18.2357,0.558543
0.60702,0.604181,-18.3272,0.542699
0.592351,0.603719,-18.4186,0.481971
0.572328,0.603329,-18.51,0.620093
0.557583,0.603399,-18.6014,0.484085
0.544608,0.603754,-18.6927,0.433349
0.533895,0.604383,-18.784,0.364945
0.518791,0.605067,-18.8754,0.494053
0.505477,0.60605,-18.9669,0.443288
0.50227,0.607545,-19.0581,0.113886
0.504499,0.609267,-19.1495,-0.0793464
0.509495,0.61106,-19.241,-0.176319
0.515682,0.612837,-19.3328,-0.217125
0.52222,0.614554,-19.4248,-0.229067
0.528742,0.616195,-19.5171,-0.228517
0.535094,0.617754,-19.6097,-0.22276
0.541268,0.619233,-19.7025,-0.21673
0.547215,0.620632,-19.7956,-0.208969
0.552927,0.621952,-19.8888,-0.200948
0.558408,0.623197,-19.9823,-0.193019
0.563641,0.624368,-20.076,-0.184513
0.568747,0.625472,-20.1699,-0.180098
0.573623,0.626506,-20.2639,-0.172151
0.578269,0.627472,-20.3581,-0.164189
0.582699,0.628375,-20.4525,-0.156711
0.586895,0.629215,-20.547,-0.148514
0.591029,0.630001,-20.6416,-0.146386
0.594949,0.630728,-20.7363,-0.138894
0.598654,0.631398,-20.8312,-0.131337
0.602123,0.632014,-20.9261,-0.123112
0.60557,0.632584,-21.0211,-0.1223
0.608814,0.633103,-21.1162,-0.115167
0.611855,0.633573,-21.2114,-0.108011
0.614715,0.633997,-21.3067,-0.101654
0.61737,0.634377,-21.402,-0.0943962
0.620054,0.634722,-21.4974,-0.0954113
0.622556,0.635025,-21.5928,-0.088999
0.624874,0.635288,-21.6883,-0.0824605
0.627032,0.635514,-21.7838,-0.0768106
0.629004,0.635704,-21.8793,-0.0702165
0.63104,0.635867,-21.9749,-0.0724809
0.632915,0.635997,-22.0705,-0.0667497
0.634623,0.636094,-22.1661,-0.0608342
0.636142,0.636161,-22.2617,-0.0541401
0.637739,0.636206,-22.3573,-0.0568933
0.639186,0.636223,-22.453,-0.0515403
0.640478,0.636213,-22.5486,-0.0460438
0.641644,0.636179,-22.6442,-0.041541
0.642656,0.636122,-22.7399,-0.0360857
0.643776,0.63605,-22.8355,-0.0399322
0.644768,0.635957,-22.9311,-0.0353509
0.645624,0.635842,-23.0267,-0.0305186
0.646372,0.635709,-23.1223,-0.0266759
0.646985,0.635558,-23.2178,-0.0218274
0.64772,0.635398,-23.3134,-0.026218
